date,aluminium_close,aluminium_volume,zinc_close,zinc_volume
2016-03-11,1560.0,23990.0,1802.0,15580.0
2016-03-14,1540.0,24000.0,1783.0,20120.0
2016-03-15,1520.0,71700.0,1748.0,4480.0
2016-03-16,1509.0,39010.0,1775.5,4130.0
2016-03-17,1529.25,30400.0,1843.0,3210.0
2016-03-18,1521.0,28290.0,1843.5,7010.0
2016-03-21,1511.0,26340.0,1861.0,3610.0
2016-03-22,1498.75,33130.0,1867.0,4560.0
2016-03-23,1477.5,29370.0,1835.5,3500.0
2016-03-24,1473.5,33780.0,1790.5,6050.0
2016-03-29,1485.25,45340.0,1792.0,4250.0
2016-03-30,1492.0,32020.000000000004,1797.0,8490.0
2016-03-31,1516.5,30430.0,1817.5,12530.0
2016-04-01,1532.25,28300.0,1863.5,7170.0
2016-04-04,1532.0,21490.0,1855.0,4720.0
2016-04-05,1517.5,27030.0,1812.0,4680.0
2016-04-06,1510.5,26490.0,1796.0,3110.0
2016-04-07,1498.75,38010.0,1749.0,8770.0
2016-04-08,1515.75,21810.0,1758.5,4260.0
2016-04-11,1504.5,26250.0,1757.0,7710.0
2016-04-12,1530.0,37650.0,1846.0,6570.0
2016-04-13,1556.0,41620.0,1878.5,7200.0
2016-04-14,1557.0,38760.0,1861.5,9130.0
2016-04-15,1553.5,29620.0,1879.0,9320.0
2016-04-18,1572.0,35880.0,1893.0,22570.0
2016-04-19,1586.0,27270.0,1932.0,6400.0
2016-04-20,1622.0,110210.0,1927.0,6390.0
2016-04-21,1637.0,23550.0,1903.0,5180.0
2016-04-22,1654.5,13410.0,1907.5,4450.0
2016-04-25,1656.5,10200.0,1872.0,5760.0
2016-04-26,1650.0,13810.0,1895.5,2390.0
2016-04-27,1645.0,19600.0,1885.5,4650.0
2016-04-28,1667.75,30950.0,1909.0,11800.0
2016-04-29,1681.75,25900.0,1937.0,5920.0
2016-05-03,1633.5,28470.0,1894.0,12890.0
2016-05-04,1633.0,19340.0,1882.0,7230.0
2016-05-05,1608.0,20560.0,1860.0,9530.0
2016-05-06,1597.0,25440.0,1881.5,6820.0
2016-05-09,1558.5,27780.0,1831.5,6530.0
2016-05-10,1551.25,26680.0,1849.0,7370.0
2016-05-11,1560.75,18870.0,1905.0,8250.0
2016-05-12,1541.0,19680.0,1875.0,5280.0
2016-05-13,1530.5,25190.0,1895.0,10350.0
2016-05-16,1543.0,12690.0,1897.5,22340.0
2016-05-17,1545.0,55010.0,1900.0,4750.0
2016-05-18,1551.75,28650.0,1892.0,5880.0
2016-05-19,1545.0,15460.0,1860.5,3670.0
2016-05-20,1547.0,14370.0,1864.5,6300.0
2016-05-23,1553.5,8490.0,1833.0,7900.0
2016-05-24,1555.5,14430.0,1825.5,8730.0
2016-05-25,1543.5,10440.0,1837.5,7170.0
2016-05-26,1554.75,17310.0,1876.0,15900.0
2016-05-27,1554.5,14760.0,1904.0,10260.0
2016-05-31,1553.75,15750.0,1926.0,25800.0
2016-06-01,1566.5,17830.0,1964.0,13860.0
2016-06-02,1537.5,15910.0,1976.5,19160.0
2016-06-03,1541.5,14270.0,1996.5,17430.0
2016-06-06,1549.25,13040.0,2025.5,10870.0
2016-06-07,1561.25,22760.0,1994.5,6730.0
2016-06-08,1601.25,25720.0,2075.0,17050.0
2016-06-09,1574.25,24330.0,2072.0,5100.0
2016-06-10,1570.75,22270.0,2087.5,17830.0
2016-06-13,1597.5,18350.0,2078.0,26130.0
2016-06-14,1611.0,40540.0,2015.0,6550.0
2016-06-15,1627.0,22820.0,2035.0,6420.0
2016-06-16,1604.75,20980.0,1992.0,5400.0
2016-06-17,1615.0,20460.0,1978.5,5070.0
2016-06-20,1633.15,29070.0,2017.5,8280.0
2016-06-21,1635.5,52780.0,2034.5,3880.0
2016-06-22,1635.25,21310.0,2045.0,5690.0
2016-06-23,1643.25,19950.0,2040.5,3110.0
2016-06-24,1618.75,16530.0,2021.0,4120.0
2016-06-27,1596.75,11780.0,1997.0,3220.0
2016-06-28,1625.0,16110.0,2077.5,7790.0
2016-06-29,1637.25,31360.0,2086.5,5790.0
2016-06-30,1651.25,37970.0,2106.0,16420.0
2016-07-01,1666.25,34720.0,2147.0,8210.0
2016-07-04,1651.25,20570.0,2117.0,4300.0
2016-07-05,1655.5,27280.0,2108.0,10810.0
2016-07-06,1652.75,28140.0,2116.0,11980.0
2016-07-07,1637.75,21160.0,2095.5,8660.0
2016-07-08,1663.5,26470.0,2142.0,5760.0
2016-07-11,1651.5,31030.0,2131.5,9940.0
2016-07-12,1674.0,45780.0,2193.0,12270.0
2016-07-13,1670.5,36740.0,2178.5,12630.0
2016-07-14,1680.5,19620.0,2192.5,15270.0
2016-07-15,1664.75,20130.0,2206.5,6230.0
2016-07-18,1654.75,19720.0,2224.5,30940.0
2016-07-19,1647.0,37310.0,2245.0,
2016-07-20,1625.25,20880.0,2245.0,
2016-07-21,1601.0,16840.0,2250.5,2920.0
2016-07-22,1611.25,20580.0,2254.5,5650.0
2016-07-25,1604.75,11060.0,2257.0,7440.0
2016-07-26,1591.5,12550.0,2232.5,5260.0
2016-07-27,1591.5,17820.0,2167.5,7820.0
2016-07-28,1608.25,14220.0,2207.5,6200.0
2016-07-29,1644.0,19050.0,2246.0,11180.0
2016-08-01,1633.5,20350.0,2262.0,5900.0
2016-08-02,1623.0,17190.0,2275.0,7260.0
2016-08-03,1640.0,20150.0,2278.0,6980.0
2016-08-04,1619.75,12370.0,2255.0,7510.0
2016-08-05,1642.0,10340.0,2265.0,3980.0
2016-08-08,1639.25,20210.0,2280.5,4170.0
2016-08-09,1638.25,24840.0,2273.5,6860.0
2016-08-10,1643.0,17320.0,2285.0,10350.0
2016-08-11,1649.0,13070.0,2279.0,10750.0
2016-08-12,1651.0,9450.0,2235.0,20830.0
2016-08-15,1672.5,25340.0,2263.5,22400.0
2016-08-16,1693.0,58250.0,2257.0,
2016-08-17,1694.75,24580.0,2273.0,
2016-08-18,1683.5,15480.0,2294.0,8320.0
2016-08-19,1667.25,12890.0,2293.0,5670.0
2016-08-22,1667.5,9660.0,2284.5,8280.0
2016-08-23,1669.25,7290.0,2299.0,15290.0
2016-08-24,1645.75,18660.0,2278.5,15770.0
2016-08-25,1643.75,18940.0,2297.5,12620.0
2016-08-26,1641.5,10470.0,2319.5,10310.0
2016-08-30,1627.75,21460.0,2311.5,21220.0
2016-08-31,1610.75,29810.0,2314.0,26510.0
2016-09-01,1611.0,17840.0,2345.5,16120.000000000002
2016-09-02,1590.0,14850.0,2364.0,9560.0
2016-09-05,1576.0,7560.0,2358.0,5750.0
2016-09-06,1585.0,15010.0,2317.5,12740.0
2016-09-07,1588.75,18800.0,2320.5,17880.0
2016-09-08,1586.25,17230.0,2313.0,21160.0
2016-09-09,1573.5,22300.0,2292.0,9210.0
2016-09-12,1562.5,22580.0,2262.0,7630.0
2016-09-13,1559.5,22140.0,2229.5,30190.0
2016-09-14,1579.5,22970.0,2275.0,10950.0
2016-09-15,1566.5,12010.0,2231.5,14950.0
2016-09-16,1570.5,12180.0,2216.5,12020.0
2016-09-19,1577.25,16590.0,2253.5,19720.0
2016-09-20,1576.25,51510.0,2299.5,
2016-09-21,1584.0,38670.0,2265.0,
2016-09-22,1635.25,36760.0,2285.0,5910.0
2016-09-23,1638.75,35910.0,2276.0,7920.0
2016-09-26,1662.0,27770.0,2286.5,3660.0
2016-09-27,1652.25,38260.0,2306.0,5090.0
2016-09-28,1666.25,29120.0,2334.5,4260.0
2016-09-29,1672.5,20560.0,2355.0,3850.0
2016-09-30,1674.5,36340.0,2377.0,12480.0
2016-10-03,1678.0,28350.0,2408.5,14580.0
2016-10-04,1669.25,35940.0,2379.0,6560.0
2016-10-05,1675.25,25550.0,2345.5,7200.0
2016-10-06,1677.5,75440.0,2324.0,9260.0
2016-10-07,1675.5,36750.0,2329.0,3820.0
2016-10-10,1689.0,55300.0,2331.5,6810.0
2016-10-11,1677.25,176340.0,2250.5,14880.0
2016-10-12,1683.0,205990.0,2261.5,12070.0
2016-10-13,1689.75,33540.0,2250.5,7740.0
2016-10-14,1672.0,22040.0,2260.5,5550.0
2016-10-17,1657.0,48320.0,2280.5,33330.0
2016-10-18,1642.0,72930.0,2289.5,
2016-10-19,1631.75,40450.0,2314.5,
2016-10-20,1612.25,26160.0,2288.0,7190.0
2016-10-21,1625.25,23110.0,2257.0,5730.0
2016-10-24,1630.5,18550.0,2322.0,3860.0
2016-10-25,1669.0,27340.0,2359.0,8440.0
2016-10-26,1679.5,16670.0,2343.0,8460.0
2016-10-27,1699.5,39610.0,2360.5,8800.0
2016-10-28,1720.0,20330.0,2398.0,7860.0
2016-10-31,1735.25,28190.0,2464.5,9260.0
2016-11-01,1736.5,22170.0,2469.0,12650.0
2016-11-02,1727.5,16400.0,2425.5,5360.0
2016-11-03,1732.5,20200.0,2480.0,4630.0
2016-11-04,1722.0,18280.0,2445.0,4790.0
2016-11-07,1726.25,37890.0,2469.5,8800.0
2016-11-08,1729.75,29090.0,2481.0,7380.0
2016-11-09,1751.5,32910.0,2510.5,6630.0
2016-11-10,1768.5,61310.0,2521.0,10030.0
2016-11-11,1742.5,51600.0,2475.0,8900.0
2016-11-14,1732.5,36910.0,2620.0,31520.0
2016-11-15,1735.0,79500.0,2621.0,
2016-11-16,1697.5,22960.0,2526.5,
2016-11-17,1688.5,11340.0,2529.0,11370.0
2016-11-18,1694.75,20800.0,2559.0,15880.0
2016-11-21,1722.25,13310.0,2573.0,12320.0
2016-11-22,1760.25,17220.0,2612.5,10930.0
2016-11-23,1778.0,11180.0,2701.0,6940.0
2016-11-24,1770.0,9420.0,2731.0,6620.0
2016-11-25,1756.75,8800.0,2880.0,11050.0
2016-11-28,1746.0,15260.0,2820.5,17860.0
2016-11-29,1720.0,15810.0,2733.5,19370.0
2016-11-30,1731.0,17490.0,2699.5,26990.0
2016-12-01,1720.25,14820.0,2761.0,13840.0
2016-12-02,1712.75,14460.0,2660.5,11250.0
2016-12-05,1733.0,14720.0,2771.0,9400.0
2016-12-06,1707.5,17790.0,2816.5,10840.0
2016-12-07,1706.5,21230.0,2745.5,6440.0
2016-12-08,1723.0,29220.0,2690.5,9010.0
2016-12-09,1749.0,24470.0,2706.0,4820.0
2016-12-12,1729.75,14580.0,2743.0,15040.0
2016-12-13,1739.5,33650.0,2711.5,5730.0
2016-12-14,1744.25,20750.0,2818.5,6480.0
2016-12-15,1733.5,32830.0,2804.0,8350.0
2016-12-16,1714.5,22850.0,2729.5,5240.0
2016-12-19,1710.25,28380.0,2605.0,31240.0
2016-12-20,1721.25,33320.0,2635.0,
2016-12-21,1725.75,27950.0,2615.0,
2016-12-22,1722.75,32930.0,2634.0,7110.0
2016-12-23,1720.0,12090.0,2575.5,3060.0
2016-12-28,1705.25,25540.0,2580.0,14780.0
2016-12-29,1679.0,27890.0,2520.0,4400.0
2016-12-30,1692.75,27660.0,2567.0,20130.0
2017-01-03,1686.25,35360.0,2535.5,7970.0
2017-01-04,1684.0,31890.0,2624.0,8880.0
2017-01-05,1701.0,31230.0,2607.0,6510.0
2017-01-06,1711.75,23700.0,2622.0,5930.0
2017-01-09,1725.0,32330.0,2676.5,6650.0
2017-01-10,1748.0,43540.0,2710.0,6720.0
2017-01-11,1756.75,35610.0,2685.0,12470.0
2017-01-12,1788.0,49620.0,2742.5,5960.0
2017-01-13,1807.0,46980.0,2784.0,11140.0
2017-01-16,1789.75,23890.0,2744.0,26440.0
2017-01-17,1798.25,25630.0,2711.0,
2017-01-18,1834.5,23620.0,2766.5,
2017-01-19,1826.0,50610.0,2756.0,5930.0
2017-01-20,1846.0,27540.0,2750.0,7000.0
2017-01-23,1850.0,10240.0,2793.0,3010.0
2017-01-24,1867.25,15800.0,2824.0,7780.0
2017-01-25,1833.0,13680.0,2801.0,5350.0
2017-01-26,1819.25,21840.0,2760.5,3830.0
2017-01-27,1815.0,11810.0,2756.0,7730.0
2017-01-30,1800.5,11900.0,2782.0,3940.0
2017-01-31,1818.0,17470.0,2867.0,11350.0
2017-02-01,1817.0,22250.0,2866.0,9650.0
2017-02-02,1827.0,30280.0,2852.0,10970.0
2017-02-03,1832.25,17800.0,2783.0,5110.0
2017-02-06,1831.75,14580.0,2793.0,3530.0
2017-02-07,1827.25,26380.0,2795.5,4220.0
2017-02-08,1844.0,27310.0,2836.0,5240.0
2017-02-09,1846.5,33520.0,2826.5,4680.0
2017-02-10,1870.5,28700.0,2930.0,12560.0
2017-02-13,1867.5,32630.000000000004,2913.5,32000.0
2017-02-14,1887.0,19290.0,2897.5,
2017-02-15,1913.0,16010.000000000002,2869.0,
2017-02-16,1896.25,19330.0,2865.0,21930.0
2017-02-17,1880.0,54870.0,2810.0,10560.0
2017-02-20,1900.5,12020.0,2878.0,15070.0
2017-02-21,1886.5,17550.0,2863.0,11710.0
2017-02-22,1885.25,33190.0,2855.5,13610.0
2017-02-23,1868.0,29450.0,2778.0,13470.0
2017-02-24,1886.25,28060.0,2830.0,15830.0
2017-02-27,1901.5,30180.0,2811.0,11150.0
2017-02-28,1925.0,46800.0,2821.0,100690.0
2017-03-01,1950.5,36300.0,2858.5,27450.0
2017-03-02,1911.5,24210.0,2786.0,12570.0
2017-03-03,1892.25,19360.0,2783.5,7650.0
2017-03-06,1875.0,28410.0,2742.5,6650.0
2017-03-07,1874.75,33160.0,2695.0,6920.0
2017-03-08,1875.5,26520.0,2692.5,7420.0
2017-03-09,1865.25,29090.0,2681.0,13910.0
2017-03-10,1877.0,27380.0,2709.5,17770.0
2017-03-13,1877.0,34490.0,2749.5,33000.0
2017-03-14,1859.5,42020.0,2748.0,
2017-03-15,1886.5,13370.0,2821.5,
2017-03-16,1899.75,18850.0,2828.5,7460.0
2017-03-17,1914.25,16940.0,2890.0,6740.0
2017-03-20,1922.0,20240.0,2864.0,5480.0
2017-03-21,1927.0,68940.0,2818.5,3770.0
2017-03-22,1923.75,27380.0,2860.5,2220.0
2017-03-23,1934.75,21190.0,2824.0,9610.0
2017-03-24,1940.5,11790.0,2830.0,3870.0
2017-03-27,1931.0,15720.0,2768.5,4430.0
2017-03-28,1945.25,21340.0,2821.5,6070.0
2017-03-29,1962.0,29870.0,2858.5,7680.0
2017-03-30,1974.25,32470.0,2846.5,8210.0
2017-03-31,1964.25,34420.0,2768.0,7170.0
2017-04-03,1953.0,40960.0,2706.0,9280.0
2017-04-04,1938.5,24120.0,2754.0,6340.0
2017-04-05,1961.25,32200.000000000004,2785.0,10340.0
2017-04-06,1953.0,27410.0,2731.0,5140.0
2017-04-07,1960.75,71240.0,2686.0,8380.0
2017-04-10,1924.75,42970.0,2627.0,3560.0
2017-04-11,1919.25,47860.0,2575.0,18240.0
2017-04-12,1896.25,45930.0,2602.5,28020.0
2017-04-13,1907.0,37990.0,2622.5,28270.0
2017-04-18,1891.25,18570.0,2523.5,
2017-04-19,1903.0,47890.0,2567.5,
2017-04-20,1943.75,25250.0,2633.0,4990.0
2017-04-21,1934.0,16580.0,2584.0,2960.0
2017-04-24,1946.0,17610.0,2597.5,2580.0
2017-04-25,1963.25,18330.0,2604.0,3740.0
2017-04-26,1964.75,21700.0,2630.0,5060.0
2017-04-27,1924.0,18710.0,2616.5,3020.0
2017-04-28,1911.25,35130.0,2623.5,12270.0
2017-05-02,1928.75,21850.0,2650.5,6540.0
2017-05-03,1923.0,21830.0,2572.5,5710.0
2017-05-04,1911.5,22180.0,2572.5,8540.0
2017-05-05,1902.0,34340.0,2591.0,7100.0
2017-05-08,1878.0,30030.0,2588.0,19540.0
2017-05-09,1868.5,57690.0,2612.5,7240.0
2017-05-10,1863.5,27080.0,2600.0,6170.0
2017-05-11,1873.5,16160.0,2585.5,9260.0
2017-05-12,1889.25,15040.0,2551.5,19860.0
2017-05-15,1902.25,20330.0,2572.5,28960.0
2017-05-16,1923.0,57750.0,2556.0,
2017-05-17,1925.25,22330.0,2565.5,
2017-05-18,1923.75,10560.0,2539.0,20800.0
2017-05-19,1944.5,13240.0,2634.5,11130.0
2017-05-22,1938.5,10620.0,2647.0,9470.0
2017-05-23,1943.75,7540.0,2667.0,9160.0
2017-05-24,1945.5,11350.0,2649.0,8370.0
2017-05-25,1960.75,13150.0,2634.0,12620.0
2017-05-26,1951.5,17410.0,2643.5,20330.0
2017-05-30,1925.5,14850.0,2627.0,11140.0
2017-05-31,1927.75,19720.0,2600.0,17920.0
2017-06-01,1926.5,17640.0,2567.5,10990.0
2017-06-02,1930.0,18290.0,2535.5,11970.0
2017-06-05,1901.5,21500.0,2495.0,11620.0
2017-06-06,1899.5,20970.0,2461.0,17380.0
2017-06-07,1904.25,33990.0,2441.0,12590.0
2017-06-08,1901.0,25860.0,2471.0,7270.0
2017-06-09,1905.0,21760.0,2539.5,4360.0
2017-06-12,1886.0,30060.0,2480.5,8160.0
2017-06-13,1885.75,29230.0,2472.0,10520.0
2017-06-14,1879.0,18190.0,2482.5,10320.0
2017-06-15,1867.75,20650.0,2513.5,15580.0
2017-06-16,1863.0,20740.0,2526.0,15780.0
2017-06-19,1881.75,27370.0,2563.5,28990.0
2017-06-20,1886.5,73760.0,2557.0,
2017-06-21,1867.25,44200.0,2643.5,
2017-06-22,1870.5,29220.0,2692.0,7780.0
2017-06-23,1865.5,21390.0,2704.5,7260.0
2017-06-26,1862.0,26500.0,2710.5,4580.0
2017-06-27,1883.5,27960.0,2750.0,4240.0
2017-06-28,1896.5,21150.0,2736.5,16780.0
2017-06-29,1915.75,31990.0,2746.0,9400.0
2017-06-30,1919.5,27310.0,2763.0,9550.0
2017-07-03,1926.75,29130.0,2808.0,5060.0
2017-07-04,1927.75,9910.0,2785.5,7070.0
2017-07-05,1928.5,28200.0,2776.0,9040.0
2017-07-06,1943.75,34590.0,2780.5,6500.0
2017-07-07,1929.75,23860.0,2786.5,7360.0
2017-07-10,1895.0,47410.0,2773.0,7200.0
2017-07-11,1897.5,33360.0,2821.0,12910.0
2017-07-12,1886.25,53910.0,2819.0,7550.0
2017-07-13,1920.25,52140.0,2797.0,12800.0
2017-07-14,1923.75,29730.0,2789.0,14990.0
2017-07-17,1913.25,29400.0,2821.5,28470.0
2017-07-18,1931.0,56240.0,2789.5,
2017-07-19,1920.25,16920.0,2737.5,
2017-07-20,1917.0,22830.0,2726.5,7720.0
2017-07-21,1915.25,13390.0,2756.0,8470.0
2017-07-24,1911.5,11670.0,2787.5,8010.0
2017-07-25,1929.25,15660.0,2842.5,7060.0
2017-07-26,1941.0,12840.0,2800.5,5380.0
2017-07-27,1936.5,13370.0,2794.5,8830.0
2017-07-28,1904.5,17750.0,2784.0,7030.0
2017-07-31,1914.75,14150.0,2798.0,5050.0
2017-08-01,1903.75,18690.0,2782.0,6530.0
2017-08-02,1922.5,14790.0,2804.5,8150.0
2017-08-03,1912.75,13820.0,2794.0,9190.0
2017-08-04,1907.0,14290.0,2812.5,4580.0
2017-08-07,1960.0,19550.0,2872.0,5700.0
2017-08-08,2026.5,41830.0,2930.5,11120.0
2017-08-09,2024.25,33490.0,2937.5,9440.0
2017-08-10,2033.75,24480.0,2928.0,9010.0
2017-08-11,2040.0,23650.0,2900.5,15860.0
2017-08-14,2018.75,27240.0,2921.0,38120.0
2017-08-15,2049.0,60790.0,2955.0,
2017-08-16,2094.25,27540.0,3119.0,
2017-08-17,2076.25,18630.0,3057.0,13540.0
2017-08-18,2062.25,16180.0,3139.0,10350.0
2017-08-21,2080.25,12450.0,3128.5,6660.0
2017-08-22,2074.25,20260.0,3120.0,14550.0
2017-08-23,2096.25,21050.0,3105.5,11480.0
2017-08-24,2105.75,12110.0,3111.0,13070.0
2017-08-25,2069.75,13810.0,3068.0,7880.0
2017-08-29,2094.25,19800.0,3110.5,19420.0
2017-08-30,2086.5,19220.0,3083.0,15930.0
2017-08-31,2116.0,20750.0,3159.5,28800.0
2017-09-01,2134.5,17610.0,3210.0,17100.0
2017-09-04,2117.0,11450.0,3207.0,7180.0
2017-09-05,2093.0,53870.0,3102.0,33410.0
2017-09-06,2101.25,29310.0,3104.0,12100.0
2017-09-07,2103.25,23810.0,3134.5,12950.0
2017-09-08,2095.0,21670.0,3031.0,11520.0
2017-09-11,2116.5,33970.0,3087.0,16140.0
2017-09-12,2130.5,35080.0,3063.0,8060.000000000001
2017-09-13,2102.5,43160.0,3029.5,14260.0
2017-09-14,2090.25,41070.0,3004.5,16129.999999999998
2017-09-15,2077.75,43310.0,3032.0,118250.0
2017-09-18,2079.75,36900.0,3110.5,65489.99999999999
2017-09-19,2124.75,38950.0,3110.5,
2017-09-20,2177.0,102620.0,3134.0,
2017-09-21,2171.5,28990.0,3041.5,8890.0
2017-09-22,2158.75,21560.0,3063.5,17210.0
2017-09-25,2147.5,31560.0,3113.0,14180.0
2017-09-26,2124.25,164890.0,3112.5,6840.0
2017-09-27,2129.5,166900.0,3121.0,7950.0
2017-09-28,2128.75,18580.0,3160.0,7160.0
2017-09-29,2099.5,28570.0,3166.5,10750.0
2017-10-02,2097.75,27700.0,3240.0,5680.0
2017-10-03,2127.75,27790.0,3281.0,11150.0
2017-10-04,2163.0,23000.0,3279.0,16970.0
2017-10-05,2168.5,27570.0,3295.0,16590.0
2017-10-06,2151.0,29970.0,3243.0,6890.0
2017-10-09,2170.5,41420.0,3252.5,11330.0
2017-10-10,2159.75,34280.0,3290.5,10890.0
2017-10-11,2126.75,43430.0,3220.0,17340.0
2017-10-12,2143.25,45880.0,3257.5,15730.0
2017-10-13,2130.5,24610.0,3245.0,11190.0
2017-10-16,2130.25,31820.0,3190.0,43760.0
2017-10-17,2140.0,50000.0,3073.0,
2017-10-18,2121.5,27610.0,3115.5,
2017-10-19,2154.0,21450.0,3114.0,7750.0
2017-10-20,2136.5,16090.0,3102.0,6190.0
2017-10-23,2137.0,8960.0,3147.0,7150.0
2017-10-24,2155.0,12200.0,3174.5,8740.0
2017-10-25,2186.25,8460.0,3208.5,6780.0
2017-10-26,2190.25,14050.0,3216.5,4010.0
2017-10-27,2167.75,16050.0,3171.5,7160.0
2017-10-30,2161.75,14580.0,3209.5,5460.0
2017-10-31,2158.5,15730.0,3261.0,12500.0
2017-11-01,2183.75,22780.0,3252.5,7750.0
2017-11-02,2171.5,24500.0,3246.5,12290.0
2017-11-03,2182.25,20740.0,3214.0,9970.0
2017-11-06,2167.5,12770.0,3235.0,9510.0
2017-11-07,2127.75,32390.0,3160.0,12740.0
2017-11-08,2104.25,28200.0,3187.5,16970.0
2017-11-09,2088.0,36800.0,3189.0,13150.0
2017-11-10,2096.0,31520.0,3217.5,17780.0
2017-11-13,2103.0,26250.0,3218.0,52610.0
2017-11-14,2082.25,32400.0,3155.0,
2017-11-15,2106.25,11090.0,3142.0,
2017-11-16,2102.5,8520.0,3133.0,8600.0
2017-11-17,2104.5,8440.0,3186.0,8140.000000000001
2017-11-20,2085.75,10720.0,3163.0,9960.0
2017-11-21,2082.0,36990.0,3222.5,7680.0
2017-11-22,2107.0,11340.0,3228.0,12730.0
2017-11-23,2113.25,5020.0,3239.0,3680.0
2017-11-24,2132.25,6860.0,3234.5,63600.0
2017-11-27,2134.5,9230.0,3186.0,17870.0
2017-11-28,2101.75,16140.0,3157.0,18070.0
2017-11-29,2067.0,18730.0,3156.5,20820.0
2017-11-30,2046.5,66380.0,3155.0,30270.0
2017-12-01,2072.75,21280.0,3239.5,20480.0
2017-12-04,2066.5,18760.0,3178.0,18730.0
2017-12-05,2049.75,18610.0,3113.0,16440.0
2017-12-06,2016.75,21650.0,3089.0,11810.0
2017-12-07,2007.5,24880.0,3079.5,11390.0
2017-12-08,2007.75,15560.0,3086.5,6810.0
2017-12-11,2018.25,24570.0,3128.0,12850.0
2017-12-12,2012.5,29040.0,3152.5,13600.0
2017-12-13,2005.25,31790.0,3154.0,13800.0
2017-12-14,2045.75,20620.0,3185.5,9320.0
2017-12-15,2062.5,24940.0,3206.0,39570.0
2017-12-18,2069.75,17380.0,3195.0,35860.0
2017-12-19,2099.5,54830.0,3203.0,
2017-12-20,2122.25,21010.0,3218.0,
2017-12-21,2148.0,67300.0,3243.0,17590.0
2017-12-22,2194.0,36780.0,3274.0,5300.0
2017-12-27,2256.0,46090.0,3267.0,5230.0
2017-12-28,2288.0,44790.0,3296.5,8170.0
2017-12-29,2271.5,41020.0,3313.0,10540.0
2018-01-02,2267.0,50520.0,3345.0,7440.0
2018-01-03,2228.5,41070.0,3329.5,13820.0
2018-01-04,2250.0,35900.0,3350.0,10090.0
2018-01-05,2201.75,31430.0,3352.5,8500.0
2018-01-08,2173.0,50210.0,3383.5,9710.0
2018-01-09,2149.5,47910.0,3334.0,15900.0
2018-01-10,2179.0,68320.0,3347.5,25030.0
2018-01-11,2172.25,53770.0,3380.5,11930.0
2018-01-12,2210.75,59950.0,3396.5,12850.0
2018-01-15,2223.75,30330.0,3432.5,73850.0
2018-01-16,2188.5,13540.0,3406.0,
2018-01-17,2191.5,11610.0,3376.0,
2018-01-18,2241.0,75760.0,3376.0,15280.0
2018-01-19,2220.5,17460.0,3405.0,5190.0
2018-01-22,2249.0,8750.0,3415.5,6320.0
